cod_item,cod_item_pai,nome,situacao,maior_cod_item_pai
9854,9848,DE CONCORRENCIA DESLEAL,A,9633
9855,9847,DE RESPONSABILIDADE,A,9633
9856,9847,CONTRA A ECONOMIA POPULAR,A,9633
9857,9847,DE ABUSO DE AUTORIDADE,A,9633
9858,9847,DE TRAFICO ILICITO E USO INDEVIDO DE DROGAS,A,9633
9859,9858,TRAFICO DE DROGAS E CONDUTAS AFINS,A,9633
9860,9858,POSSE DE DROGAS PARA CONSUMO PESSOAL,A,9633
9861,9858,FABRICACAO DE OBJETO DESTINADO A PRODUCAO DE DROGAS E CONDUTAS AFINS,A,9633
9862,9858,"INDUCAO, INSTIGACAO OU AUXILIO AO USO DE DROGAS",A,9633
9863,9858,OFERECIMENTO DE DROGAS PARA CONSUMO CONJUNTO,A,9633
9864,9858,ASSOCIACAO PARA A PRODUCAO E TRAFICO E CONDUTAS AFINS,A,9633
9865,9858,FINANCIAMENTO OU CUSTEIO DE PRODUCAO OU TRAFICO DE DROGAS,A,9633
9866,9858,"COLABORACAO COM GRUPO, ORGANIZACAO OU ASSOCIACAO DESTINADOS A PRODUCAO OU TRAFICO DE DROGAS",A,9633
9867,9858,PRESCRICAO CULPOSA DE DROGAS,A,9633
9868,9858,CONDUCAO DE EMBARCACAO OU AERONAVE SOB EFEITO DE DROGAS,A,9633
9869,9847,RESPONSABILIDADE CRIMINAL POR DANOS NUCLEARES,A,9633
9870,9847,CONTRA O SERVICO POSTAL E O SERVICO DE TELEGRAMA,A,9633
9871,9847,"CONTRA A SEGURANCA NACIONAL, A ORDEM POLITICA E SOCIAL",A,9633
9872,9847,CONTRA O SISTEMA FINANCEIRO NACIONAL,A,9633
9873,9847,RESULTANTE DE PRECONCEITO DE RACA OU DE COR,I,9633
9874,9847,CONTRA A ORDEM TRIBUTARIA,A,9633
9875,9847,CONTRA A ORDEM ECONOMICA,A,9633
9876,9847,CONTRA AS RELACOES DE CONSUMO,A,9633
9877,9847,REPRESENTACAO CALUNIOSA,A,9633
9878,9847,CONTRA O MEIO AMBIENTE,A,9633
9879,9878,CONTRA A FAUNA,A,9633
9880,9878,CONTRA A FLORA,A,9633
9881,9878,DA POLUICAO,A,9633
9882,9878,AGROTOXICOS (LEI 7.802/89),A,9633
9883,9878,ATIVIDADES NUCLEARES (LEI 6.453/77),A,9633
9884,9878,CACA (LEI NO 5.197/67),A,9633
9886,9878,GENETICA (LEI NO 8.974/95),A,9633
9887,9878,"PESCA (LEI NO 5.197/67, LEI NO 7.643/87, LEI 7.679/88, DL 221/67)",A,9633
9888,9847,"DE &QUOT;LAVAGEM&QUOT; OU OCULTACAO DE BENS, DIREITOS OU VALORES",A,9633
9889,9847,CONTRA AS TELECOMUNICACOES,A,9633
9890,9847,PREVISTOS NA LEI DE ESTRANGEIROS,A,9633
9891,9847,DE TORTURA,A,9633
9892,9847,DE TRANSITO,A,9633
9893,9847,DO SISTEMA NACIONAL DE ARMAS,A,9633
9894,9847,DE IMPRENSA,A,9633
9895,9847,ESTATUTO DA CRIANCA E DO ADOLESCENTE,A,9633
9896,9847,CONTRA O MERCADO DE CAPITAIS,A,9633
9897,9847,DE GENOCIDIO,A,9633
9898,9847,SIGILO TELEFONICO,A,9633
9899,9847,DA LEI DE LICITACOES,A,9633
9900,9847,DA LEI DE REMOCAO DE ORGAOS E TECIDOS,A,9633
9901,9847,PRATICADOS CONTRA OS INDIOS E A CULTURA INDIGENA,A,9633
9903,9847,"RECUSA, RETARDAMENTO OU OMISSAO DE DADOS TECNICOS INDISPENSAVEIS A PROPOSITURA DE ACAO CIVIL PUBLICA",A,9633
9904,9847,AGRARIOS,A,9633
9905,9847,RELACIONADOS A COMISSAO PARLAMENTAR DE INQUERITO,A,9633
9906,9847,ELEITORAIS,A,9633
9907,9847,DE QUEBRA DE SIGILO FINANCEIRO,A,9633
9908,9847,DO CODIGO BRASILEIRO DE TELECOMUNICACOES,A,9633
9909,9847,ESTATUTO DO IDOSO,A,9633
9910,9847,PARCELAMENTO DO SOLO URBANO,A,9633
9911,9847,FALIMENTARES,A,9633
9912,9847,MILITARES,A,9633
9913,9847,CONTRA A ADMINISTRACAO DA JUSTICA - LEI DA ACAO DE ALIMENTOS,A,9633
9914,9634,CONTRAVENCOES PENAIS,A,9633
9915,9634,ANALOGO A CRIME TENTADO,A,9633
9916,9634,ANALOGO A CRIME CULPOSO,A,9633
9917,9634,PRATICADOS POR PARTICULAR CONTRA A ADMINISTRACAO EM GERAL,A,9633
9918,9917,USURPACAO DE FUNCAO PUBLICA (ART. 328),A,9633
9919,9917,RESISTENCIA (ART. 329),A,9633
9920,9917,TRAFICO DE INFLUENCIA (ART. 332),A,9633
9921,9917,CORRUPCAO ATIVA (ART. 333),A,9633
9922,9917,"IMPEDIMENTO, PERTURBACAO OU FRAUDE DE CONCORRENCIA (ART. 335)",A,9633
9923,9917,INUTILIZACAO DE EDITAL OU DE SINAL (ART. 336),A,9633
9924,9917,"SUBTRACAO OU INUTILIZACAO DE LIVRO OU DOCUMENTO (ART. 337, CAPUT)",A,9633
9925,9917,DESOBEDIENCIA (ART. 330),A,9633
9926,9917,DESACATO (ART. 331),A,9633
9927,9917,CONTRABANDO OU DESCAMINHO (ART. 334),A,9633
9928,9917,SONEGACAO DE CONTRIBUICAO PREVIDENCIARIA (ART. 337-A E LEI 8.212/91),A,9633
9929,9634,PRATICADOS POR PARTICULAR CONTRA A ADMINISTRACAO PUBLICA ESTRANGEIRA,A,9633
9930,9929,CORRUPCAO ATIVA EM TRANSACAO COMERCIAL INTERNACIONAL,A,9633
9931,9929,TRAFICO DE INFLUENCIA EM TRANSACAO COMERCIAL INTERNACIONAL,A,9633
9932,9634,CONTRA A ADMINISTRACAO DA JUSTICA,A,9633
9933,9932,REINGRESSO DE ESTRANGEIRO EXPULSO,A,9633
9934,9932,DENUNCIACAO CALUNIOSA,A,9633
9935,9932,COMUNICACAO FALSA DE CRIME OU DE CONTRAVENCAO,A,9633
9936,9932,AUTO-ACUSACAO FALSA,A,9633
9937,9932,FALSO TESTEMUNHO OU FALSA PERICIA,A,9633
9938,9932,COACAO NO CURSO DO PROCESSO,A,9633
9939,9932,EXERCICIO ARBITRARIO DAS PROPRIAS RAZOES,A,9633
9940,9932,FRAUDE PROCESSUAL,A,9633
9941,9932,FAVORECIMENTO PESSOAL,A,9633
9942,9932,FAVORECIMENTO REAL,A,9633
9943,9932,EXERCICIO ARBITRARIO OU ABUSO DE PODER,A,9633
9944,9932,FUGA DE PESSOA PRESA OU SUBMETIDA A MEDIDA DE SEGURANCA,A,9633
9945,9932,EVASAO MEDIANTE VIOLENCIA CONTRA A PESSOA,A,9633
9946,9932,ARREBATAMENTO DE PRESO,A,9633
9947,9932,MOTIM DE PRESOS,A,9633
9948,9932,PATROCINIO INFIEL,A,9633
9949,9932,PATROCINIO SIMULTANEO OU TERGIVERSACAO,A,9633
9950,9932,SONEGACAO DE PAPEL OU OBJETO DE VALOR PROBATORIO,A,9633
9951,9932,EXPLORACAO DE PRESTIGIO,A,9633
9952,9932,VIOLENCIA OU FRAUDE EM ARREMATACAO JUDICIAL,A,9633
9953,9932,DESOBEDIENCIA A DECISAO JUDICIAL SOBRE PERDA OU SUSPENSAO DE DIREITOS,A,9633
9955,9634,CONTRA AS FINANCAS PUBLICAS,A,9633
9956,9955,CONTRATACAO DE OPERACAO DE CREDITO,A,9633
9957,9955,INSCRICAO DE DESPESAS NAO EMPENHADAS,A,9633
9958,9955,ASSUNCAO DE OBRIGACAO NO ULTIMO ANO DO MANDATO OU LEGISLATURA,A,9633
9959,9955,ORDENACAO DE DESPESA NAO AUTORIZADA,A,9633
9960,9955,PRESTACAO DE GARANTIA GRACIOSA,A,9633
9961,9955,NAO CANCELAMENTO DE RESTOS A PAGAR,A,9633
9962,9955,AUMENTO DE DESPESA COM PESSOAL NO ULTIMO ANO DO MANDATO OU LEGISLATURA,A,9633
9963,9955,OFERTA PUBLICA OU COLOCACAO DE TITULOS NO MERCADO,A,9633
9964,9633,SECAO CIVEL,A,9633
9965,9964,ABANDONO MATERIAL,A,9633
9966,9964,ABANDONO INTELECTUAL,A,9633
9967,9964,MAUS TRATOS,A,9633
9968,9964,ABUSO SEXUAL,A,9633
9969,9964,EXPLORACAO DO TRABALHO INFANTIL,A,9633
9970,9964,POBREZA,A,9633
9971,9964,USO OU TRAFICO DE DROGAS,A,9633
9972,9964,ADOCAO INTERNACIONAL,A,9633
9973,9964,ADOCAO NACIONAL,A,9633
9974,9964,ADOCAO DE CRIANCA,A,9633
9975,9964,ADOCAO DE ADOLESCENTE,A,9633
9977,9964,ENTRADA E PERMANENCIA DE MENORES,A,9633
9978,9964,VIAGEM AO EXTERIOR,A,9633
9979,9964,TRABALHO DO ADOLESCENTE,A,9633
9981,899,PESSOAS JURIDICAS,A,899
9984,9617,EM COMUM / DE FATO,A,899
9985,0,DIREITO ADMINISTRATIVO E OUTRAS MATERIAS DE DIREITO PUBLICO,A,9985
9986,9985,GARANTIAS CONSTITUCIONAIS,A,9985
9988,9986,ANISTIA POLITICA,A,9985
9989,9986,DIREITOS INDIGENAS,A,9985
9990,9986,INTERVENCAO EM ESTADO / MUNICIPIO,A,9985
9991,9985,RESPONSABILIDADE DA ADMINISTRACAO,A,9985
9992,9991,INDENIZACAO POR DANO MORAL,A,9985
9994,10110,DANO AMBIENTAL,A,10110
9995,9992,SERVICOS DE SAUDE,A,9985
9996,9992,ACIDENTE DE TRANSITO,A,9985
9997,9985,ATOS ADMINISTRATIVOS,A,9985
9998,9997,LICENCAS,A,9985
9999,9998,DECLARACAO DE BAGAGEM,A,9985
10000,9998,DECLARACAO DE TRANSITO ADUANEIRO,A,9985
10001,9998,COMERCIALIZACAO SEM RESTRICOES DE PRODUTOS INDUSTRIALIZADOS,A,9985
10002,9998,COMERCIALIZACAO SEM RESTRICOES DE GENEROS ALIMENTICIOS,A,9985
10003,9998,COMERCIALIZACAO E/OU UTILIZACAO SEM RESTRICOES DE MEDICAMENTOS,A,9985
10004,9998,FUNCIONAMENTO DE COMERCIO DE DERIVADOS DE PETROLEO,A,9985
10005,9998,REGISTRO DE EMPRESA,A,9985
10006,9998,FUNCIONAMENTO DE ESTABELECIMENTOS EMPRESARIAIS,A,9985
10007,9998,REGISTRO / PORTE DE ARMA DE FOGO,A,9985
10008,9998,REGISTRO DE AERONAVE,A,9985
10009,9997,INQUERITO / PROCESSO / RECURSO ADMINISTRATIVO,A,9985
10010,9997,"ATO LESIVO AO PATRIMONIO ARTISTICO, ESTETICO, HISTORICO OU TURISTICO",A,9985
10011,9997,IMPROBIDADE ADMINISTRATIVA,A,9985
10012,10011,DANO AO ERARIO,A,9985
10013,10011,ENRIQUECIMENTO ILICITO,A,9985
10014,10011,VIOLACAO DOS PRINCIPIOS ADMINISTRATIVOS,A,9985
10015,9997,FISCALIZACAO,A,9985
10016,10015,INSPECAO FITOSSANITARIA,A,9985
10017,10015,EXPORTACAO/VEDACOES,A,9985
10018,10015,INSPECAO SANITARIA DE ORIGEM ANIMAL,A,9985
10019,10015,SEGURANCA E MEDICINA DO TRABALHO,A,9985
10020,9997,REGISTRO DE TRABALHO PORTUARIO/ORGAO DE GESTAO DE MAO-DE-OBRA,A,9985
10021,9997,"REGISTRO DE MARCAS, PATENTES OU INVENCOES",A,9985
10022,9997,INFRACAO ADMINISTRATIVA,A,9985
10023,10022,MULTAS E DEMAIS SANCOES,A,9985
10024,10022,INTERDICAO,A,9985
10025,10022,APREENSAO,A,9985
10026,9997,REGISTRO DE DIREITO AUTORAL,A,9985
10027,9997,REGISTRO DE PROGRAMA DE COMPUTADOR,A,9985
10028,9985,SERVICOS,A,9985
10029,10028,ENSINO SUPERIOR,I,9985
10030,10029,MATRICULA,I,9985
10031,10029,FINANCIAMENTO PUBLICO DA EDUCACAO E/OU PESQUISA,I,9985
10032,10029,COLACAO DE GRAU,I,9985
10033,10029,EXIGENCIA DE ESTAGIO PROFISSIONALIZANTE,I,9985
10034,10029,TRANSFERENCIA DE ESTUDANTE,I,9985
10035,10029,FREQUENCIA AS AULAS,I,9985
10036,10029,PENALIDADES DISCIPLINARES,I,9985
10037,10029,COLISAO DE HORARIO,I,9985
10038,10029,VESTIBULAR,I,9985
10039,10029,MENSALIDADES,I,9985
10040,10029,CURRICULO ESCOLAR,I,9985
10041,10029,INGRESSO NO CURSO SUPERIOR,I,9985
10042,10029,JUBILAMENTO DE ALUNO,I,9985
10043,10029,CRIACAO E/OU AUTORIZACAO PARA FUNCIONAMENTO DE CURSO SUPERIOR,I,9985
10044,10029,OMISSAO DE ENTREGA DE NOTAS,I,9985
10045,10029,DIPLOMAS/CERTIFICADO DE CONCLUSAO DO CURSO,I,9985
10046,10029,FINANCIAMENTO PRIVADO DA EDUCACAO E/OU PESQUISA,I,9985
10047,10029,RESIDENCIA MEDICA,I,9985
10048,10029,PROVAO - AVALIACAO DA EDUCACAO SUPERIOR,I,9985
10049,10029,SISTEMAS DE COTAS - LEI 10.558/2002,I,9985
10050,10029,POS-GRADUACAO,I,9985
10051,10028,ENSINO FUNDAMENTAL E MEDIO,I,9985
10052,10051,MENSALIDADE,I,9985
10053,10051,MATRICULA,I,9985
10054,10051,MATERIAL DIDATICO,I,9985
10055,10051,EXAME NACIONAL DE ENSINO MEDIO / ENEM,I,9985
10056,10051,PENALIDADES DISCIPLINARES,I,9985
10057,10051,TRANSFERENCIA,I,9985
10058,10051,ENSINO ESPECIAL,I,9985
10059,10051,EXAME SUPLETIVO,I,9985
10060,10051,MERENDA,I,9985
10061,10051,TRANSPORTE,I,9985
10062,10051,EDUCACAO PRE-ESCOLAR,I,9985
10063,10051,EDUCACAO PROFISSIONALIZANTE,I,9985
10064,10028,SAUDE,I,9985
10065,10064,REPASSE DE VERBAS DO SUS,I,9985
10066,10064,REAJUSTE DA TABELA DO SUS,I,9985
10067,10064,CONVENIO MEDICO COM O SUS,I,9985
10069,10064,TRATAMENTO MEDICO-HOSPITALAR E/OU FORNECIMENTO DE MEDICAMENTOS,I,9985
10070,10064,RESSARCIMENTO AO SUS,I,9985
10071,10064,GENETICA / CELULAS TRONCO,I,9985
10072,10028,SISTEMA NACIONAL DO DESPORTO,A,9985
10073,10028,CONCESSAO / PERMISSAO / AUTORIZACAO,A,9985
10074,10073,FORNECIMENTO DE GAS,A,9985
10075,10073,ENERGIA ELETRICA,A,9985
10076,10073,TRANSPORTE TERRESTRE,A,9985
10077,10073,TRANSPORTE AEREO - AEROPORTO,A,9985
10078,10073,RADIODIFUSAO,A,9985
10079,9998,LOTERIAS/SORTEIO,A,9985
10080,10073,TELEFONIA,A,9985
10081,10073,TRANSPORTE AQUAVIARIO,A,9985
10082,10073,SERVICO POSTAL,A,9985
10083,10073,"TABELIONATOS, REGISTROS, CARTORIOS",A,9985
10084,9998,JOGOS DE BINGO E/OU CACA-NIQUEIS,A,9985
10085,10073,AGUA E/OU ESGOTO,A,9985
10086,10073,RECOLHIMENTO E TRATAMENTO DE LIXO,A,9985
10087,10028,DEFENSORIA PUBLICA,A,9985
10088,9985,DOMINIO PUBLICO,A,9985
10089,10088,BENS PUBLICOS,A,9985
10090,10089,LOCACAO / PERMISSAO / CONCESSAO / AUTORIZACAO / CESSAO DE USO,A,9985
10091,10089,TERRENO DE MARINHA,A,9985
10092,10089,TAXA DE OCUPACAO,A,9985
10093,10089,FORO / LAUDEMIO,A,9985
10094,10089,TERRAS DEVOLUTAS,A,9985
10095,10089,AGUAS PUBLICAS,A,9985
10096,10089,BLOQUEIO DE VALORES DE CONTAS PUBLICAS,A,9985
10097,10088,IMOVEL FUNCIONAL,A,9985
10098,10097,ALIENACAO,A,9985
10099,10097,OCUPACAO,A,9985
10100,10097,REINTEGRACAO DE POSSE,A,9985
10101,10097,TAXA DE OCUPACAO,A,9985
10102,10088,TERRAS INDIGENAS,A,9985
10103,10102,TERRENO ALDEADO,A,9985
10104,10102,RESTITUICAO DE AREA - FUNAI,A,9985
10105,10102,DEMARCACAO,A,9985
10106,10088,RECURSOS MINERAIS,A,9985
10107,10088,ESPACO AEREO,A,9985
10108,10088,PATRIMONIO HISTORICO / TOMBAMENTO,A,9985
10109,10088,ORDENACAO DA CIDADE / PLANO DIRETOR,A,9985
10110,0,DIREITO AMBIENTAL,A,10110
10111,10110,REVOGACAO/CONCESSAO DE LICENCA AMBIENTAL,A,10110
10112,10110,REVOGACAO/ANULACAO DE MULTA AMBIENTAL,A,10110
10113,10110,FLORA,A,10110
10114,10110,FAUNA,A,10110
10115,10110,TRANSGENICOS,A,10110
10116,10110,AGROTOXICOS,A,10110
10118,10110,UNIDADE DE CONSERVACAO DA NATUREZA,A,10110
10119,10110,GESTAO DE FLORESTAS PUBLICAS,A,10110
10120,9985,INTERVENCAO DO ESTADO NA PROPRIEDADE,A,9985
10121,10120,DESAPROPRIACAO,A,9985
10122,10120,DESAPROPRIACAO POR UTILIDADE PUBLICA / DL 3.365/1941,A,9985
10123,10120,DESAPROPRIACAO POR INTERESSE SOCIAL COMUM / L 4.132/1962,A,9985
10124,10120,DESAPROPRIACAO POR INTERESSE SOCIAL PARA REFORMA AGRARIA,A,9985
10125,10120,DESAPROPRIACAO INDIRETA,A,9985
10126,10120,RETROCESSAO,A,9985
10127,10120,VISTORIA,A,9985
10128,10120,SERVIDAO ADMINISTRATIVA,A,9985
10129,10120,OCUPACAO TEMPORARIA,A,9985
10130,10120,LIMITACAO ADMINISTRATIVA,A,9985
10131,10088,PRIVATIZACAO,A,9985
10132,10120,RESTITUICAO DE AREA,A,9985
10133,10120,DIREITO DE PREEMPCAO,A,9985
10134,10120,DESAPROPRIACAO DE IMOVEL URBANO,A,9985
10135,10120,REQUISICAO DE BEM PARTICULAR,A,9985
10136,9985,INTERVENCAO NO DOMINIO ECONOMICO,A,9985
10137,10136,POLITICA DE PRECO MINIMO,A,9985
10138,10136,CONTROLE DE PRECOS,A,9985
10139,10136,CONTROLE DE ABASTECIMENTO,A,9985
10140,10136,IMPORTACOES,A,9985
10141,10140,DESEMBARACO ADUANEIRO,A,9985
10142,10140,REGIME OU CERTIFICADO DE ORIGEM MERCOSUL,A,9985
10143,10140,VEICULO DE TURISTA COMUNITARIO MERCOSUL,A,9985
10144,10136,INCENTIVO,A,9985
10145,10144,PROAGRO,A,9985
10146,10136,PROTECAO A LIVRE CONCORRENCIA,A,9985
10147,10146,VENDA CASADA,A,9985
10148,10146,PRECOS PREDATORIOS,A,9985
10149,10146,ACORDO DE EXCLUSIVIDADE,A,9985
10150,10146,CARTEL,A,9985
10151,10146,ATOS DE CONCENTRACAO,A,9985
10153,10136,MOEDA ESTRANGEIRA,A,9985
10154,10136,EXPURGOS INFLACIONARIOS / PLANOS ECONOMICOS,A,9985
10155,10154,CRUZADOS NOVOS / BLOQUEIO,A,9985
10156,10154,POUPANCA,I,9985
10157,9985,ORGANIZACAO POLITICO-ADMINISTRATIVA / ADMINISTRACAO PUBLICA,A,9985
10158,10157,FGTS/FUNDO DE GARANTIA POR TEMPO DE SERVICO,A,9985
10159,10158,ATUALIZACAO DE CONTA,A,9985
10160,10158,LIBERACAO DE CONTA,A,9985
10161,10158,JUROS PROGRESSIVOS,A,9985
10162,10158,LOCALIZACAO DE CONTAS,A,9985
10163,10157,PIS/PASEP,A,9985
10164,10163,ATUALIZACAO DE CONTA,A,9985
10165,10163,LIBERACAO DE CONTA,A,9985
10166,10157,CONSELHOS REGIONAIS DE FISCALIZACAO PROFISSIONAL E AFINS,A,9985
10167,10166,REGISTRO PROFISSIONAL,A,9985
10168,10166,MULTAS E DEMAIS SANCOES,A,9985
10169,10166,QUESTOES FUNCIONAIS,A,9985
10170,10166,EXAME DA ORDEM OAB,A,9985
10171,10166,ELEICOES,A,9985
10172,10166,ANUIDADES OAB,A,9985
10173,10166,EXERCICIO PROFISSIONAL,A,9985
10174,10157,INSTITUICOES FINANCEIRAS,A,9985
10175,10174,LIBERACAO DE DEPOSITOS DE INSTITUICAO LIQUIDANDA,A,9985
10176,10174,NORMATIZACOES,A,9985
10177,10174,REMUNERACAO DE ATIVOS RETIDOS,A,9985
10178,10174,COOPERATIVAS DE CREDITO,A,9985
10179,10174,LIQUIDACAO EXTRAJUDICIAL,A,9985
10180,10157,FUNDO DE PARTICIPACAO DOS MUNICIPIOS,A,9985
10181,10157,SEGURO DESEMPREGO,A,9985
10182,9985,DIVIDA PUBLICA MOBILIARIA,A,9985
10183,10182,APOLICES DA DIVIDA PUBLICA,A,9985
10184,10182,TITULOS DA DIVIDA PUBLICA,A,9985
10185,10182,TITULOS DA DIVIDA AGRARIA,A,9985
10186,9985,AGENTES POLITICOS,A,9985
10187,10186,MAGISTRATURA,A,9985
10188,10187,REMUNERACAO,A,9985
10189,10187,AFASTAMENTO,A,9985
10190,10187,PROCESSO DISCIPLINAR / SINDICANCIA,A,9985
10191,10187,APOSENTADORIA,A,9985
10192,10187,PROMOCAO,A,9985
10193,10187,REMOCAO,A,9985
10194,10186,MINISTERIO PUBLICO,A,9985
10195,10194,REMUNERACAO,A,9985
10196,10194,AFASTAMENTO,A,9985
10197,10194,PROCESSO DISCIPLINAR / SINDICANCIA,A,9985
10198,10194,APOSENTADORIA,A,9985
10199,10194,PROMOCAO,A,9985
10200,10194,REMOCAO,A,9985
10201,10186,PREFEITO,A,9985
10202,10201,AFASTAMENTO DO CARGO,A,9985
10203,10201,REMUNERACAO,A,9985
10204,10201,RECONDUCAO,A,9985
10205,10201,PRESTACAO DE CONTAS,A,9985
10206,10201,INDISPONIBILIDADE DE BENS,A,9985
10207,10186,GOVERNADOR,A,9985
10208,10207,AFASTAMENTO DO CARGO,A,9985
10209,10207,REMUNERACAO,A,9985
10210,10207,RECONDUCAO,A,9985
10211,10207,PRESTACAO DE CONTAS,A,9985
10212,10207,INDISPONIBILIDADE DE BENS,A,9985
10213,10186,PARLAMENTARES,A,9985
10214,10213,REMUNERACAO,A,9985
10215,10213,AFASTAMENTO DO CARGO,A,9985
10216,10213,RECONDUCAO,A,9985
10217,10213,PRESTACAO DE CONTAS,A,9985
10218,10213,INDISPONIBILIDADE DE BENS,A,9985
10219,9985,SERVIDOR PUBLICO CIVIL,A,9985
10220,10219,REGIME ESTATUTARIO,A,9985
10221,10288,ISONOMIA/EQUIVALENCIA SALARIAL,A,9985
10222,10220,ESTABILIDADE,A,9985
10223,10220,ENQUADRAMENTO,A,9985
10224,10220,RECONDUCAO,A,9985
10225,10220,ACUMULACAO DE CARGOS,A,9985
10226,10220,REINTEGRACAO OU READMISSAO,A,9985
10227,10220,DIREITO DE GREVE,A,9985
10228,10220,TRANSFERENCIA,A,9985
10229,10220,REMOCAO,A,9985
10230,10220,REGIME PREVIDENCIARIO,A,9985
10231,10220,ANISTIA ADMINISTRATIVA,A,9985
10232,10220,REVERSAO,A,9985
10233,10220,REDISTRIBUICAO,A,9985
10234,10220,DISPONIBILIDADE / APROVEITAMENTO,A,9985
10235,10220,LOTACAO,A,9985
10236,10220,PROMOCAO / ASCENSAO,A,9985
10237,10220,READAPTACAO,A,9985
10238,10220,ESTAGIO PROBATORIO,A,9985
10239,10220,NOMEACAO,A,9985
10240,10220,POSSE E EXERCICIO,A,9985
10241,10220,EXONERACAO OU DEMISSAO,A,9985
10243,10288,COMPLEMENTACAO DE BENEFICIO/FERROVIARIO,A,9985
10244,10288,ASSISTENCIA A SAUDE,A,9985
10245,10288,ASSISTENCIA PRE-ESCOLAR,A,9985
10246,10288,AUXILIO-NATALIDADE,A,9985
10247,10288,AUXILIO-RECLUSAO,A,9985
10248,10288,AUXILIO-FUNERAL,A,9985
10249,10288,SALARIO-FAMILIA,A,9985
10250,10219,PENSAO,A,9985
10251,10250,PROVISORIA,A,9985
10252,10250,CONCESSAO,A,9985
10253,10250,RESTABELECIMENTO,A,9985
10254,10219,APOSENTADORIA,A,9985
10255,10254,INVALIDEZ PERMANENTE,A,9985
10256,10254,COMPULSORIA,A,9985
10257,10254,VOLUNTARIA,A,9985
10258,10219,LICENCAS / AFASTAMENTOS,A,9985
10259,10258,DIRIGENTE SINDICAL,A,9985
10260,10258,LICENCA CAPACITACAO (APERFEICOAMENTO PROFISSIONAL),A,9985
10261,10258,LICENCA-PREMIO,A,9985
10262,10258,DOENCA EM PESSOA DA FAMILIA,A,9985
10263,10258,TRATAMENTO DA PROPRIA SAUDE,A,9985
10264,10258,GESTANTE / ADOTANTE / PATERNIDADE,A,9985
10265,10258,INTERESSE PARTICULAR,A,9985
10266,10258,SERVICO MILITAR,A,9985
10267,10258,ATIVIDADE POLITICA,A,9985
10268,10258,CASAMENTO,A,9985
10269,10258,LUTO,A,9985
10270,10258,AMAMENTACAO,A,9985
10271,10258,DOACAO DE SANGUE,A,9985
10272,10258,ALISTAMENTO / SERVICO ELEITORAL,A,9985
10273,10258,ACOMPANHAMENTO DE CONJUGE OU COMPANHEIRO,A,9985
10274,10258,EXERCICIO EM OUTRO MUNICIPIO,A,9985
10275,10258,LICENCA POR ACIDENTE EM SERVICO,A,9985
10276,10219,TEMPO DE SERVICO,A,9985
10277,10276,AVERBACAO / CONTAGEM DE TEMPO ESPECIAL,A,9985
10278,10276,AVERBACAO / CONTAGEM RECIPROCA,A,9985
10279,10219,PROCESSO ADMINISTRATIVO DISCIPLINAR OU SINDICANCIA,A,9985
10280,10279,DEMISSAO OU EXONERACAO,A,9985
10281,10279,ADVERTENCIA,A,9985
10282,10279,SUSPENSAO,A,9985
10283,10279,RESPONSABILIDADE CIVIL DO SERVIDOR PUBLICO / INDENIZACAO AO ERARIO,A,9985
10286,10219,PROGRAMA DE DESLIGAMENTO VOLUNTARIO (PDV),A,9985
10287,10219,JORNADA DE TRABALHO,A,9985
10288,10219,SISTEMA REMUNERATORIO E BENEFICIOS,A,9985
10289,10288,GRATIFICACOES DA LEI 8.112/1990,A,9985
10290,10288,GRATIFICACAO DE INCENTIVO,A,9985
10291,10288,ADICIONAL DE INSALUBRIDADE,A,9985
10292,10288,ADICIONAL DE PERICULOSIDADE,A,9985
10293,10288,ADICIONAL DE FRONTEIRA,A,9985
10294,10288,ABONO PECUNIARIO (ART. 78 LEI 8.112/1990),A,9985
10295,10288,GRATIFICACAO INCORPORADA / QUINTOS E DECIMOS / VPNI,A,9985
10296,10288,DESCONTOS INDEVIDOS,A,9985
10297,10288,TETO SALARIAL,A,9985
10298,10288,DIARIAS E OUTRAS INDENIZACOES,A,9985
10299,10288,PLANO DE CLASSIFICACAO DE CARGOS,A,9985
10300,10288,DATA BASE,A,9985
10301,10288,FERIAS,A,9985
10302,10288,ADICIONAL POR TEMPO DE SERVICO,A,9985
10303,10288,ADICIONAL DE HORAS EXTRAS,A,9985
10304,10288,AUXILIO-ALIMENTACAO,A,9985
10305,10288,GRATIFICACOES DE ATIVIDADE,A,9985
10306,10288,AUXILIO-TRANSPORTE,A,9985
10307,10288,"REVISAO GERAL ANUAL (MORA DO EXECUTIVO - INCISO X, ART. 37, CF 1988)",A,9985
10308,10288,ADICIONAL DE SERVICO NOTURNO,A,9985
10309,10288,ADICIONAL DE PRODUTIVIDADE,A,9985
10310,10288,GRATIFICACAO NATALINA/13O SALARIO,A,9985
10311,10288,IRREDUTIBILIDADE DE VENCIMENTOS,A,9985
10312,10288,PISO SALARIAL,A,9985
10313,10219,"REAJUSTES DE REMUNERACAO, PROVENTOS OU PENSAO",A,9985
10314,10313,INDICE DA URV FEV/1989,A,9985
10315,10313,"INDICE DE 84,32% MARCO/1990",A,9985
10316,10313,INDICE DE 45% LEI 8.237/1991,A,9985
10317,10313,"INDICE DE 28,86% LEI 8.622/1993 E 8.627/1993",A,9985
10318,10313,INDICE DA URV LEI 8.880/1994,A,9985
10319,10313,REAJUSTE DA LEI 8.270/1991,A,9985
