endereco_cep,endereco_municipio,endereco_uf,endereco_regiao,endereco_mesorregiao
62655000,TURURU,CE,NORDESTE,NORTE CEARENSE
15120000,NEVES PAULISTA,SP,SUDESTE,SAO JOSE DO RIO PRETO
04005002,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
41315160,SALVADOR,BA,NORDESTE,METROPOLITANA DE SALVADOR
50670010,RECIFE,PE,NORDESTE,METROPOLITANA DE RECIFE
81880390,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
36430000,SANTANA DOS MONTES,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
76650000,ITAGUARI,GO,CENTRO-OESTE,CENTRO GOIANO
52041305,RECIFE,PE,NORDESTE,METROPOLITANA DE RECIFE
69005070,MANAUS,AM,NORTE,CENTRO AMAZONENSE
74275010,GOIANIA,GO,CENTRO-OESTE,CENTRO GOIANO
60420318,FORTALEZA,CE,NORDESTE,METROPOLITANA DE FORTALEZA
48925000,SOBRADINHO,BA,NORDESTE,VALE SAO FRANCISCANO DA BAHIA
18207540,ITAPETININGA,SP,SUDESTE,ITAPETININGA
83608310,CAMPO LARGO,PR,SUL,METROPOLITANA DE CURITIBA
87015560,MARINGA,PR,SUL,NORTE CENTRAL PARANAENSE
03268170,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
13042105,CAMPINAS,SP,SUDESTE,CAMPINAS
80240210,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
25266000,DUQUE DE CAXIAS,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
28495000,APERIBE,RJ,SUDESTE,NOROESTE FLUMINENSE
28922030,CABO FRIO,RJ,SUDESTE,BAIXADAS
81560600,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
74674080,GOIANIA,GO,CENTRO-OESTE,CENTRO GOIANO
88516590,LAGES,SC,SUL,SERRANA
77475000,ARAGUACU,TO,NORTE,OCIDENTAL DO TOCANTINS
57039200,MACEIO,AL,NORDESTE,LESTE ALAGOANO
30350560,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
25980150,TERESOPOLIS,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
23575276,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
38600514,PARACATU,MG,SUDESTE,NOROESTE DE MINAS
79611224,TRES LAGOAS,MS,CENTRO-OESTE,LESTE DE MATO GROSSO DO SUL
22743010,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
31110010,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
77600000,PARAISO DO TOCANTINS,TO,NORTE,OCIDENTAL DO TOCANTINS
13733100,MOCOCA,SP,SUDESTE,CAMPINAS
55180970,JATAUBA,PE,NORDESTE,AGRESTE PERNAMBUCANO
67140860,ANANINDEUA,PA,NORTE,METROPOLITANA DE BELEM
39780000,SANTA MARIA DO SUACUI,MG,SUDESTE,VALE DO RIO DOCE
90870200,PORTO ALEGRE,RS,SUL,METROPOLITANA DE PORTO ALEGRE
06253000,OSASCO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
20271031,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
76385795,GOIANESIA,GO,CENTRO-OESTE,CENTRO GOIANO
03307005,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
86310000,NOVA FATIMA,PR,SUL,NORTE PIONEIRO PARANAENSE
81810480,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
73081505,BRASILIA,DF,CENTRO-OESTE,DISTRITO FEDERAL
02318300,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
25926702,MAGE,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
74175020,GOIANIA,GO,CENTRO-OESTE,CENTRO GOIANO
16210000,BILAC,SP,SUDESTE,ARACATUBA
04285000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
18385000,ITAPIRAPUA PAULISTA,SP,SUDESTE,ITAPETININGA
87505590,UMUARAMA,PR,SUL,NOROESTE PARANAENSE
71715070,BRASILIA,DF,CENTRO-OESTE,DISTRITO FEDERAL
47800030,BARREIRAS,BA,NORDESTE,EXTREMO OESTE BAIANO
31720070,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
20756100,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
13206765,JUNDIAI,SP,SUDESTE,MACRO METROPOLITANA PAULISTA
40080003,SALVADOR,BA,NORDESTE,METROPOLITANA DE SALVADOR
65910827,IMPERATRIZ,MA,NORDESTE,OESTE MARANHENSE
21044550,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
80035010,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
60710070,FORTALEZA,CE,NORDESTE,METROPOLITANA DE FORTALEZA
18900390,SANTA CRUZ DO RIO PARDO,SP,SUDESTE,ASSIS
74353480,GOIANIA,GO,CENTRO-OESTE,CENTRO GOIANO
81230165,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
83090345,SAO JOSE DOS PINHAIS,PR,SUL,METROPOLITANA DE CURITIBA
06900000,EMBU GUACU,SP,SUDESTE,METROPOLITANA DE SAO PAULO
97060250,SANTA MARIA,RS,SUL,CENTRO OCIDENTAL RIO GRANDENSE
13184230,HORTOLANDIA,SP,SUDESTE,CAMPINAS
25515260,SAO JOAO DE MERITI,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
85817650,CASCAVEL,PR,SUL,OESTE PARANAENSE
17513210,MARILIA,SP,SUDESTE,MARILIA
14075480,RIBEIRAO PRETO,SP,SUDESTE,RIBEIRAO PRETO
23510360,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
05060000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
04282000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
30520330,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
60020180,FORTALEZA,CE,NORDESTE,METROPOLITANA DE FORTALEZA
62500450,ITAPIPOCA,CE,NORDESTE,NORTE CEARENSE
60766270,FORTALEZA,CE,NORDESTE,METROPOLITANA DE FORTALEZA
65056190,SAO LUIS,MA,NORDESTE,NORTE MARANHENSE
08616810,SUZANO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
69980000,CRUZEIRO DO SUL,AC,NORTE,VALE DO JURUA
14169511,SERTAOZINHO,SP,SUDESTE,RIBEIRAO PRETO
25845000,AREAL,RJ,SUDESTE,CENTRO FLUMINENSE
13566340,SAO CARLOS,SP,SUDESTE,ARARAQUARA
22763197,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
23085660,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
12238330,SAO JOSE DOS CAMPOS,SP,SUDESTE,VALE DO PARAIBA PAULISTA
60349235,FORTALEZA,CE,NORDESTE,METROPOLITANA DE FORTALEZA
95700340,BENTO GONCALVES,RS,SUL,NORDESTE RIO GRANDENSE
87314899,CAMPO MOURAO,PR,SUL,CENTRO OCIDENTAL PARANAENSE
85862590,FOZ DO IGUACU,PR,SUL,OESTE PARANAENSE
29148170,CARIACICA,ES,SUDESTE,CENTRAL ESPIRITO SANTENSE
60125071,FORTALEZA,CE,NORDESTE,METROPOLITANA DE FORTALEZA
13478721,AMERICANA,SP,SUDESTE,CAMPINAS
05416002,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
14093170,RIBEIRAO PRETO,SP,SUDESTE,RIBEIRAO PRETO
11740970,ITANHAEM,SP,SUDESTE,LITORAL SUL PAULISTA
83040030,SAO JOSE DOS PINHAIS,PR,SUL,METROPOLITANA DE CURITIBA
60170079,FORTALEZA,CE,NORDESTE,METROPOLITANA DE FORTALEZA
71931720,BRASILIA,DF,CENTRO-OESTE,DISTRITO FEDERAL
09550160,SAO CAETANO DO SUL,SP,SUDESTE,METROPOLITANA DE SAO PAULO
13045750,CAMPINAS,SP,SUDESTE,CAMPINAS
07095005,GUARULHOS,SP,SUDESTE,METROPOLITANA DE SAO PAULO
03566020,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
07031000,GUARULHOS,SP,SUDESTE,METROPOLITANA DE SAO PAULO
70293510,BRASILIA,DF,CENTRO-OESTE,DISTRITO FEDERAL
35500304,DIVINOPOLIS,MG,SUDESTE,OESTE DE MINAS
74620230,GOIANIA,GO,CENTRO-OESTE,CENTRO GOIANO
74370658,GOIANIA,GO,CENTRO-OESTE,CENTRO GOIANO
66045205,BELEM,PA,NORTE,METROPOLITANA DE BELEM
35695000,IGARATINGA,MG,SUDESTE,OESTE DE MINAS
13846655,MOGI GUACU,SP,SUDESTE,CAMPINAS
08344050,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
88345173,CAMBORIU,SC,SUL,VALE DO ITAJAI
85812001,CASCAVEL,PR,SUL,OESTE PARANAENSE
29630000,BREJETUBA,ES,SUDESTE,CENTRAL ESPIRITO SANTENSE
57080110,MACEIO,AL,NORDESTE,LESTE ALAGOANO
08530000,FERRAZ DE VASCONCELOS,SP,SUDESTE,METROPOLITANA DE SAO PAULO
12323640,JACAREI,SP,SUDESTE,VALE DO PARAIBA PAULISTA
88034430,FLORIANOPOLIS,SC,SUL,GRANDE FLORIANOPOLIS
89198000,RIO DO CAMPO,SC,SUL,VALE DO ITAJAI
02472160,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
29171081,SERRA,ES,SUDESTE,CENTRAL ESPIRITO SANTENSE
13051145,CAMPINAS,SP,SUDESTE,CAMPINAS
64035665,TERESINA,PI,NORDESTE,CENTRO NORTE PIAUIENSE
04184020,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
64960000,CURIMATA,PI,NORDESTE,SUDOESTE PIAUIENSE
06332130,CARAPICUIBA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
78350000,BRASNORTE,MT,CENTRO-OESTE,NORTE MATO GROSSENSE
13843150,MOGI GUACU,SP,SUDESTE,CAMPINAS
45990712,TEIXEIRA DE FREITAS,BA,NORDESTE,SUL BAIANO
11250258,BERTIOGA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
05145901,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
18935000,ESPIRITO SANTO DO TURVO,SP,SUDESTE,ASSIS
09041000,SANTO ANDRE,SP,SUDESTE,METROPOLITANA DE SAO PAULO
41830520,SALVADOR,BA,NORDESTE,METROPOLITANA DE SALVADOR
68383000,VITORIA DO XINGU,PA,NORTE,SUDOESTE PARAENSE
39563000,SANTA CRUZ DE SALINAS,MG,SUDESTE,NORTE DE MINAS
78557477,SINOP,MT,CENTRO-OESTE,NORTE MATO GROSSENSE
78217444,CACERES,MT,CENTRO-OESTE,CENTRO SUL MATO GROSSENSE
98140000,QUEVEDOS,RS,SUL,CENTRO OCIDENTAL RIO GRANDENSE
14887200,JABOTICABAL,SP,SUDESTE,RIBEIRAO PRETO
45200060,JEQUIE,BA,NORDESTE,CENTRO SUL BAIANO
13562506,SAO CARLOS,SP,SUDESTE,ARARAQUARA
13058296,CAMPINAS,SP,SUDESTE,CAMPINAS
83015480,SAO JOSE DOS PINHAIS,PR,SUL,METROPOLITANA DE CURITIBA
72912627,AGUAS LINDAS DE GOIAS,GO,CENTRO-OESTE,LESTE GOIANO
04914000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
76822608,PORTO VELHO,RO,NORTE,MADEIRA GUAPORE
18055145,SOROCABA,SP,SUDESTE,MACRO METROPOLITANA PAULISTA
79002172,CAMPO GRANDE,MS,CENTRO-OESTE,CENTRO NORTE DE MATO GROSSO DO SUL
18274140,TATUI,SP,SUDESTE,ITAPETININGA
41270000,SALVADOR,BA,NORDESTE,METROPOLITANA DE SALVADOR
98910000,TRES DE MAIO,RS,SUL,NOROESTE RIO GRANDENSE
79304090,CORUMBA,MS,CENTRO-OESTE,PANTANAIS SUL MATO GROSSENSE
04012000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
85301350,LARANJEIRAS DO SUL,PR,SUL,CENTRO SUL PARANAENSE
36904153,MANHUACU,MG,SUDESTE,ZONA DA MATA
85855190,FOZ DO IGUACU,PR,SUL,OESTE PARANAENSE
35502026,DIVINOPOLIS,MG,SUDESTE,OESTE DE MINAS
81670070,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
61659130,CAUCAIA,CE,NORDESTE,METROPOLITANA DE FORTALEZA
35055248,GOVERNADOR VALADARES,MG,SUDESTE,VALE DO RIO DOCE
88345747,CAMBORIU,SC,SUL,VALE DO ITAJAI
24730060,SAO GONCALO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
13631030,PIRASSUNUNGA,SP,SUDESTE,CAMPINAS
06278010,OSASCO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
06112010,OSASCO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
59584000,TOUROS,RN,NORDESTE,LESTE POTIGUAR
69901561,RIO BRANCO,AC,NORTE,VALE DO ACRE
88164183,BIGUACU,SC,SUL,GRANDE FLORIANOPOLIS
93037080,SAO LEOPOLDO,RS,SUL,METROPOLITANA DE PORTO ALEGRE
76880000,BURITIS,RO,NORTE,MADEIRA GUAPORE
30662090,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
81250200,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
36033260,JUIZ DE FORA,MG,SUDESTE,ZONA DA MATA
51260040,RECIFE,PE,NORDESTE,METROPOLITANA DE RECIFE
74477304,GOIANIA,GO,CENTRO-OESTE,CENTRO GOIANO
04930270,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
17213200,JAU,SP,SUDESTE,BAURU
31155290,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
97546474,ALEGRETE,RS,SUL,SUDOESTE RIO GRANDENSE
06440010,BARUERI,SP,SUDESTE,METROPOLITANA DE SAO PAULO
61935180,MARACANAU,CE,NORDESTE,METROPOLITANA DE FORTALEZA
24455740,SAO GONCALO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
27913200,MACAE,RJ,SUDESTE,NORTE FLUMINENSE
06519080,SANTANA DE PARNAIBA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
76374000,GUARINOS,GO,CENTRO-OESTE,CENTRO GOIANO
38441098,ARAGUARI,MG,SUDESTE,TRIANGULO MINEIRO ALTO PARANAIBA
08690005,SUZANO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
22770102,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
24110430,NITEROI,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
22713535,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
38048422,UBERABA,MG,SUDESTE,TRIANGULO MINEIRO ALTO PARANAIBA
89031300,BLUMENAU,SC,SUL,VALE DO ITAJAI
78556058,SINOP,MT,CENTRO-OESTE,NORTE MATO GROSSENSE
38380000,CANAPOLIS,MG,SUDESTE,TRIANGULO MINEIRO ALTO PARANAIBA
05415020,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
15960000,ARIRANHA,SP,SUDESTE,SAO JOSE DO RIO PRETO
35382000,PIEDADE DE PONTE NOVA,MG,SUDESTE,ZONA DA MATA
30260210,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
22723002,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
26580070,MESQUITA,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
75388658,TRINDADE,GO,CENTRO-OESTE,CENTRO GOIANO
37584000,CONGONHAL,MG,SUDESTE,SUL SUDOESTE DE MINAS
22795491,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
13213142,JUNDIAI,SP,SUDESTE,MACRO METROPOLITANA PAULISTA
08451500,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
88130635,PALHOCA,SC,SUL,GRANDE FLORIANOPOLIS
26250305,NOVA IGUACU,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
16055520,ARACATUBA,SP,SUDESTE,ARACATUBA
13573020,SAO CARLOS,SP,SUDESTE,ARARAQUARA
78035005,CUIABA,MT,CENTRO-OESTE,CENTRO SUL MATO GROSSENSE
42510000,SALVADOR,BA,NORDESTE,METROPOLITANA DE SALVADOR
85885000,SERRANOPOLIS DO IGUACU,PR,SUL,OESTE PARANAENSE
13222000,VARZEA PAULISTA,SP,SUDESTE,MACRO METROPOLITANA PAULISTA
98590970,SANTO AUGUSTO,RS,SUL,NOROESTE RIO GRANDENSE
38840000,CARMO DO PARANAIBA,MG,SUDESTE,TRIANGULO MINEIRO ALTO PARANAIBA
91440250,PORTO ALEGRE,RS,SUL,METROPOLITANA DE PORTO ALEGRE
09391001,MAUA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
69027340,MANAUS,AM,NORTE,CENTRO AMAZONENSE
05425070,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
36774102,CATAGUASES,MG,SUDESTE,ZONA DA MATA
22775130,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
09892410,SAO BERNARDO DO CAMPO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
53240160,OLINDA,PE,NORDESTE,METROPOLITANA DE RECIFE
83824020,FAZENDA RIO GRANDE,PR,SUL,METROPOLITANA DE CURITIBA
76829498,PORTO VELHO,RO,NORTE,MADEIRA GUAPORE
31370570,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
08640750,SUZANO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
29165420,SERRA,ES,SUDESTE,CENTRAL ESPIRITO SANTENSE
55158420,BELO JARDIM,PE,NORDESTE,AGRESTE PERNAMBUCANO
25716021,PETROPOLIS,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
76804047,PORTO VELHO,RO,NORTE,MADEIRA GUAPORE
05078000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
87050110,MARINGA,PR,SUL,NORTE CENTRAL PARANAENSE
09920650,DIADEMA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
14600000,SAO JOAQUIM DA BARRA,SP,SUDESTE,RIBEIRAO PRETO
88519400,LAGES,SC,SUL,SERRANA
60544785,FORTALEZA,CE,NORDESTE,METROPOLITANA DE FORTALEZA
83412590,COLOMBO,PR,SUL,METROPOLITANA DE CURITIBA
05790290,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
58400426,CAMPINA GRANDE,PB,NORDESTE,AGRESTE PARAIBANO
48750000,RETIROLANDIA,BA,NORDESTE,NORDESTE BAIANO
87025432,MARINGA,PR,SUL,NORTE CENTRAL PARANAENSE
02720200,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
89633000,ZORTEA,SC,SUL,SERRANA
30130141,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
37928000,SAO ROQUE DE MINAS,MG,SUDESTE,OESTE DE MINAS
37553502,POUSO ALEGRE,MG,SUDESTE,SUL SUDOESTE DE MINAS
03281904,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
12912660,BRAGANCA PAULISTA,SP,SUDESTE,MACRO METROPOLITANA PAULISTA
25045002,DUQUE DE CAXIAS,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
05590120,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
36773546,CATAGUASES,MG,SUDESTE,ZONA DA MATA
03589001,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
88130430,PALHOCA,SC,SUL,GRANDE FLORIANOPOLIS
37447000,MINDURI,MG,SUDESTE,SUL SUDOESTE DE MINAS
22245120,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
49037330,ARACAJU,SE,NORDESTE,LESTE SERGIPANO
39365000,SAO JOAO DO PACUI,MG,SUDESTE,NORTE DE MINAS
08471000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
71070110,BRASILIA,DF,CENTRO-OESTE,DISTRITO FEDERAL
60762752,FORTALEZA,CE,NORDESTE,METROPOLITANA DE FORTALEZA
28740000,CONCEICAO DE MACABU,RJ,SUDESTE,NORTE FLUMINENSE
69373000,RORAINOPOLIS,RR,NORTE,SUL DE RORAIMA
13630085,PIRASSUNUNGA,SP,SUDESTE,CAMPINAS
29944270,SAO MATEUS,ES,SUDESTE,LITORAL NORTE ESPIRITO SANTENSE
81030320,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
63140000,ASSARE,CE,NORDESTE,SUL CEARENSE
76480000,SANTA TEREZA DE GOIAS,GO,CENTRO-OESTE,NORTE GOIANO
81480346,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
13253031,ITATIBA,SP,SUDESTE,MACRO METROPOLITANA PAULISTA
89226000,JOINVILLE,SC,SUL,NORTE CATARINENSE
69095552,MANAUS,AM,NORTE,CENTRO AMAZONENSE
85955000,MARIPA,PR,SUL,OESTE PARANAENSE
44072010,FEIRA DE SANTANA,BA,NORDESTE,CENTRO NORTE BAIANO
51021040,RECIFE,PE,NORDESTE,METROPOLITANA DE RECIFE
76300000,CERES,GO,CENTRO-OESTE,CENTRO GOIANO
13800970,MOGI MIRIM,SP,SUDESTE,CAMPINAS
02118001,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
40725630,SALVADOR,BA,NORDESTE,METROPOLITANA DE SALVADOR
45065050,VITORIA DA CONQUISTA,BA,NORDESTE,CENTRO SUL BAIANO
18048100,SOROCABA,SP,SUDESTE,MACRO METROPOLITANA PAULISTA
14701420,BEBEDOURO,SP,SUDESTE,RIBEIRAO PRETO
13890000,AGUAS DA PRATA,SP,SUDESTE,CAMPINAS
65668000,SUCUPIRA DO RIACHAO,MA,NORDESTE,LESTE MARANHENSE
55294470,GARANHUNS,PE,NORDESTE,AGRESTE PERNAMBUCANO
63870000,BOA VIAGEM,CE,NORDESTE,SERTOES CEARENSES
94070634,GRAVATAI,RS,SUL,METROPOLITANA DE PORTO ALEGRE
95181160,FARROUPILHA,RS,SUL,NORDESTE RIO GRANDENSE
18960000,BERNARDINO DE CAMPOS,SP,SUDESTE,ASSIS
39508000,JAIBA,MG,SUDESTE,NORTE DE MINAS
33206369,VESPASIANO,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
42701860,LAURO DE FREITAS,BA,NORDESTE,METROPOLITANA DE SALVADOR
17514857,MARILIA,SP,SUDESTE,MARILIA
70342090,BRASILIA,DF,CENTRO-OESTE,DISTRITO FEDERAL
88708603,TUBARAO,SC,SUL,SUL CATARINENSE
11704840,PRAIA GRANDE,SP,SUDESTE,METROPOLITANA DE SAO PAULO
91793280,PORTO ALEGRE,RS,SUL,METROPOLITANA DE PORTO ALEGRE
48860000,QUEIMADAS,BA,NORDESTE,NORDESTE BAIANO
35500615,DIVINOPOLIS,MG,SUDESTE,OESTE DE MINAS
78307000,CAMPOS DE JULIO,MT,CENTRO-OESTE,NORTE MATO GROSSENSE
06695560,ITAPEVI,SP,SUDESTE,METROPOLITANA DE SAO PAULO
88349899,CAMBORIU,SC,SUL,VALE DO ITAJAI
07662035,MAIRIPORA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
44010665,FEIRA DE SANTANA,BA,NORDESTE,CENTRO NORTE BAIANO
95908372,LAJEADO,RS,SUL,CENTRO ORIENTAL RIO GRANDENSE
72975000,COCALZINHO DE GOIAS,GO,CENTRO-OESTE,LESTE GOIANO
08474140,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
20765000,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
04516001,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
06360150,CARAPICUIBA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
63030010,JUAZEIRO DO NORTE,CE,NORDESTE,SUL CEARENSE
38700246,PATOS DE MINAS,MG,SUDESTE,TRIANGULO MINEIRO ALTO PARANAIBA
06240084,OSASCO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
14870080,JABOTICABAL,SP,SUDESTE,RIBEIRAO PRETO
06528551,SANTANA DE PARNAIBA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
33203084,VESPASIANO,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
80510250,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
88495971,GAROPABA,SC,SUL,SUL CATARINENSE
06418050,BARUERI,SP,SUDESTE,METROPOLITANA DE SAO PAULO
06056520,OSASCO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
49503229,ITABAIANA,SE,NORDESTE,AGRESTE SERGIPANO
16900711,ANDRADINA,SP,SUDESTE,ARACATUBA
22795650,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
40718620,SALVADOR,BA,NORDESTE,METROPOLITANA DE SALVADOR
22471240,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
76901042,JI PARANA,RO,NORTE,LESTE RONDONIENSE
36576400,VICOSA,MG,SUDESTE,ZONA DA MATA
04809050,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
87301200,CAMPO MOURAO,PR,SUL,CENTRO OCIDENTAL PARANAENSE
96400120,BAGE,RS,SUL,SUDOESTE RIO GRANDENSE
88730000,SAO LUDGERO,SC,SUL,SUL CATARINENSE
49042330,ARACAJU,SE,NORDESTE,LESTE SERGIPANO
06814165,EMBU DAS ARTES,SP,SUDESTE,METROPOLITANA DE SAO PAULO
90550020,PORTO ALEGRE,RS,SUL,METROPOLITANA DE PORTO ALEGRE
88160116,BIGUACU,SC,SUL,GRANDE FLORIANOPOLIS
02873240,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
78210450,CACERES,MT,CENTRO-OESTE,CENTRO SUL MATO GROSSENSE
05012000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
49047440,ARACAJU,SE,NORDESTE,LESTE SERGIPANO
13058137,CAMPINAS,SP,SUDESTE,CAMPINAS
75696495,CALDAS NOVAS,GO,CENTRO-OESTE,SUL GOIANO
91120020,PORTO ALEGRE,RS,SUL,METROPOLITANA DE PORTO ALEGRE
74275060,GOIANIA,GO,CENTRO-OESTE,CENTRO GOIANO
08071230,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
30421108,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
65604890,CAXIAS,MA,NORDESTE,LESTE MARANHENSE
40170090,SALVADOR,BA,NORDESTE,METROPOLITANA DE SALVADOR
05407003,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
96184000,CAMAQUA,RS,SUL,METROPOLITANA DE PORTO ALEGRE
02537000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
64003060,TERESINA,PI,NORDESTE,CENTRO NORTE PIAUIENSE
17604170,TUPA,SP,SUDESTE,MARILIA
89634000,BRUNOPOLIS,SC,SUL,SERRANA
