cnpj,dt_abertura,empresa_matriz,cd_cnae_principal,endereco_cep,situacao_cadastral
02324221000140,1998-01-16,True,4530703,78580000,ATIVA
30178133000113,2018-04-12,True,5320202,04782010,ATIVA
08085950000178,2006-06-12,True,4744001,38702214,ATIVA
31740542000124,2018-10-10,True,9700500,16052100,ATIVA
42510627000132,2021-06-29,True,8020001,81030100,ATIVA
38402621000174,2020-09-10,True,1091102,69735000,ATIVA
43940756000123,2021-10-20,True,4723700,01304000,ATIVA
42919582000154,2021-07-29,True,9001906,17606000,ATIVA
38444889000179,2020-09-14,True,4789007,62370000,ATIVA
30629496000128,2018-06-06,True,7319002,60822240,ATIVA
29294210000111,2017-12-19,True,9602502,36540000,ATIVA
14645522000155,2011-11-17,True,4754702,96930000,ATIVA
61099834053804,1985-10-28,False,4713004,08115000,ATIVA
15582432000125,2012-05-11,True,4713002,01553010,ATIVA
17016507000136,2012-10-17,True,8230001,05041001,ATIVA
96289913000149,1993-03-16,True,4789099,01509000,ATIVA
36029370000107,2020-01-16,True,5611203,38400142,ATIVA
23263435000124,2015-09-14,True,8720499,54783010,ATIVA
27091376000105,2017-02-13,True,1412601,39403207,ATIVA
29061255000146,2017-11-13,True,4120400,71570820,ATIVA
24534550000159,2016-04-06,True,4399103,02541000,ATIVA
03127261000165,1999-04-29,True,4782201,88600000,ATIVA
25158518000189,2016-07-07,True,4789005,60866530,ATIVA
14449394000174,2011-10-11,True,8299706,36401174,ATIVA
07857765000191,2006-02-17,True,4924800,98180000,ATIVA
45771065000179,2022-03-24,True,4752100,99200000,ATIVA
38018165000163,2020-08-08,True,5611203,08245025,ATIVA
37342082000162,2020-06-06,True,4781400,04809000,ATIVA
40140940000109,2020-12-17,True,4923001,42740115,ATIVA
47734778000198,2022-08-26,True,4723700,19880000,ATIVA
34714921000138,2019-08-30,True,8599699,78058440,ATIVA
03162275000110,1999-05-19,True,8630504,87013230,ATIVA
09389415000173,2008-02-18,True,6463800,20050002,ATIVA
12975075000258,2014-09-26,False,4110700,85810140,ATIVA
32922546000196,2019-02-28,True,2542000,69043350,ATIVA
36524678000110,2020-03-03,True,4399103,96420750,ATIVA
05003081000105,2002-04-10,True,4781400,68800000,ATIVA
27425687000163,2017-03-30,True,9602501,95585000,ATIVA
40278161000166,2021-01-06,True,9602501,12530000,ATIVA
42803174000132,2021-07-21,True,1749400,26584041,ATIVA
47083115000150,2022-07-08,True,9602501,58068103,ATIVA
31710463000170,2018-10-08,True,2542000,08215305,ATIVA
08499244000253,2007-01-15,False,113000,14700970,ATIVA
44683484000196,2021-12-27,True,151201,17250000,ATIVA
29777599000156,2018-02-26,True,4744099,72427000,ATIVA
08493984000100,2006-11-21,True,151201,15500000,ATIVA
41044352000126,2021-03-01,True,8130300,41740690,ATIVA
44751558000184,2022-01-05,True,6204000,04126060,ATIVA
34485406000123,2019-08-09,True,8219999,53210100,ATIVA
36063018000180,2016-11-25,True,8112500,08032320,ATIVA
11269991000129,2009-10-13,True,4744005,17470000,ATIVA
36565295000190,2020-03-05,True,4330404,03138010,ATIVA
31704690000193,2018-10-06,True,9700500,12061306,ATIVA
19266869000100,2013-11-18,True,3101200,38304262,ATIVA
32763175000147,2019-02-13,True,4399103,38800000,ATIVA
26465879000130,2016-11-01,True,4789005,38400444,ATIVA
21888843000146,2015-02-18,True,4399103,87155000,ATIVA
20050589000140,1979-12-03,True,4782201,38022010,ATIVA
39393344000143,2020-10-12,True,9602502,01310926,ATIVA
29474172000189,2018-01-18,True,5229099,82310260,ATIVA
32771057000180,1996-03-11,True,8112500,49010310,ATIVA
30975746000181,2018-07-19,True,4772500,07243220,ATIVA
33612148000136,2019-05-14,True,8219999,22795172,ATIVA
02790731000103,1981-03-24,True,6912500,75110770,ATIVA
42624984000121,2021-07-07,True,4752100,05814220,ATIVA
39971925000115,2020-12-01,True,4781400,60833275,ATIVA
45534530000158,2022-03-06,True,8599603,41820520,ATIVA
40295582000103,2021-01-07,True,4930201,02713000,ATIVA
43900582000175,2021-10-16,True,5229099,04130080,ATIVA
47596634000112,2022-08-16,True,8640204,78175000,ATIVA
47605954000191,2022-08-17,True,5611203,09580370,ATIVA
28526956000140,2017-08-29,True,4330499,31360110,ATIVA
28488285000170,2017-08-23,True,5611203,78890000,ATIVA
35455720000126,2019-11-08,True,5229099,06707100,ATIVA
33579529000160,2019-05-09,True,4611700,62322760,ATIVA
48036544000130,2022-09-21,True,6462000,89830000,ATIVA
48010188000185,2022-09-20,True,5612100,03819200,ATIVA
48095864000160,2022-09-27,True,7319002,13082190,ATIVA
44289617000144,2021-11-18,True,4729699,09993300,ATIVA
22594623000172,2015-06-08,True,4729699,79002121,ATIVA
37922785000160,2020-07-30,True,4923001,24731220,ATIVA
22209631000158,2015-04-08,True,8219999,02128000,ATIVA
21254073001585,1982-11-24,False,2423701,35400000,ATIVA
31196954000145,2018-08-13,True,9602501,14409525,ATIVA
18158884000172,2013-05-20,True,4744003,89036003,ATIVA
01543846000130,1996-11-12,True,8650006,14400830,ATIVA
45163919000134,2022-02-04,True,5611201,14730000,ATIVA
17651489000164,2013-02-27,True,8599604,70636055,ATIVA
40932137000107,2021-02-22,True,4761003,31060180,ATIVA
44827592000195,2022-01-11,True,4729699,78005000,ATIVA
40919570000102,2021-02-19,True,4520002,96610000,ATIVA
37848150000160,2020-07-24,True,5320202,09181720,ATIVA
47691157000174,2022-08-24,True,6821801,58040420,ATIVA
09582053000132,2008-05-14,True,4321500,48970000,ATIVA
47692693000194,2022-08-24,True,4759899,18160000,ATIVA
04333973000101,2001-03-13,True,7020400,52221175,ATIVA
39735558000150,2020-11-10,True,8299799,73751230,ATIVA
04221051000102,2000-12-11,True,4683400,45990012,ATIVA
04679597000284,2006-12-11,False,151201,45760000,ATIVA
10255050000173,2008-07-18,True,6201501,05763460,ATIVA
44693382000151,2021-12-28,True,7319002,95630000,ATIVA
43123748000194,2021-08-13,True,4751201,09892160,ATIVA
14486196000180,2011-10-19,True,4321500,02879040,ATIVA
38261859000127,2020-08-28,True,4781400,75902016,ATIVA
20482487000101,2014-06-23,True,8610102,38779000,ATIVA
39557993000132,2020-10-26,True,9700500,37713162,ATIVA
87020756000342,2014-08-21,False,4689399,88302200,ATIVA
08200731001407,2008-01-09,False,151201,17470000,ATIVA
40468722000190,2021-01-19,True,8230001,90680370,ATIVA
01042643000160,1996-02-07,True,4641901,35661705,ATIVA
21920563000178,2015-02-24,True,4723700,88535000,ATIVA
24906492000147,2016-05-31,True,4784900,44330000,ATIVA
36497891000180,2020-02-28,True,5611203,18190000,ATIVA
20372598000157,2014-06-03,True,8299799,58322000,ATIVA
14365537000160,2011-09-27,True,4729699,25035250,ATIVA
28975585000184,2017-10-31,True,8230002,12730360,ATIVA
32858190000179,2019-02-22,True,4724500,24417300,ATIVA
39496685000144,2020-10-20,True,4399103,91240090,ATIVA
07664455000150,2005-10-24,True,5620104,23076320,ATIVA
02789417004874,2015-09-03,False,6204000,78690000,ATIVA
46359476000114,2022-05-11,True,5320202,86490000,ATIVA
20000197000257,2017-12-13,False,4789001,03031040,ATIVA
11377665000216,2019-05-28,False,4663000,68515000,ATIVA
43310753000106,2021-08-27,True,5611203,40445201,ATIVA
45314829000105,2022-02-16,True,5611203,17521554,ATIVA
47407585000122,2022-08-03,True,9602501,68445000,ATIVA
45326166000130,2022-02-16,True,4761002,22031012,ATIVA
47062025000183,2022-07-07,True,4930202,29360000,ATIVA
10779317000121,2009-04-24,True,121101,19710000,ATIVA
40239403000102,2021-01-04,True,4923001,64885000,ATIVA
34336745000148,2019-07-26,True,4930202,09130410,ATIVA
30486022000174,2018-05-17,True,4789001,02022020,ATIVA
22289859000103,2015-04-20,True,1412601,30518240,ATIVA
08367865000100,2006-10-16,True,111302,18270001,ATIVA
36418884000146,2020-02-18,True,9700500,35790132,ATIVA
35865332000113,2019-12-30,True,4751201,06233030,ATIVA
11126543000176,2009-09-02,True,6499901,01451000,ATIVA
12554181000187,2010-09-20,True,111302,16920000,ATIVA
28167545000106,2017-03-23,True,151201,16010970,ATIVA
42943122000161,2021-08-01,True,1412603,24451220,ATIVA
43542550000145,2021-09-16,True,4617600,30662460,ATIVA
46988092000160,2022-07-01,True,161003,78580000,ATIVA
33183760000130,2019-03-29,True,2539001,09670000,ATIVA
33957972000128,2019-06-18,True,4781400,55819075,ATIVA
47316969000130,2022-07-27,True,9602502,58030218,ATIVA
39645855000105,2020-11-03,True,8211300,13484699,ATIVA
03132620003198,2020-09-15,False,5211701,79849899,ATIVA
43912960000130,2021-10-18,True,4789099,87309097,ATIVA
43094736000189,2021-08-12,True,9512600,73310150,ATIVA
37609479000178,2020-07-03,True,4530703,03366030,ATIVA
04206373000174,2000-12-15,True,4744005,74935620,ATIVA
21799792000186,2015-02-02,True,4781400,60526325,ATIVA
46653924000198,2022-06-03,True,7319002,84035060,ATIVA
25171941000119,2016-07-10,True,1412602,35503144,ATIVA
40950938000197,2021-02-23,True,7111100,56870000,ATIVA
41057643000159,2021-03-02,True,4649408,36402013,ATIVA
46530065000140,2022-05-25,True,4929901,32315100,ATIVA
00879995000102,1995-10-16,True,4520002,88352145,ATIVA
41097200000191,2021-03-04,True,7319002,22753053,ATIVA
42851475000131,2021-07-24,True,4399103,21215510,ATIVA
40428629000151,2021-01-17,True,4930201,58037435,ATIVA
42565862000101,2021-07-02,True,4930201,30692180,ATIVA
05101388000211,2003-05-06,False,8211300,57990000,ATIVA
10896408000147,2009-06-08,True,5620101,61650350,ATIVA
41168720000148,2021-03-10,True,4755503,23097395,ATIVA
02578068000269,1999-07-29,False,9521500,24717271,ATIVA
29833142003722,2016-11-29,False,9491000,23968000,ATIVA
41235950000182,2021-03-16,True,1610203,97716106,ATIVA
36585668000195,2020-03-06,True,5611201,39100000,ATIVA
22130217000159,2015-03-26,True,4781400,41253190,ATIVA
05433247000115,2002-12-09,True,5611203,32603075,ATIVA
22327831000105,2015-04-27,True,9602501,31035291,ATIVA
22462321000140,2015-05-17,True,5611203,66813000,ATIVA
33232549000160,2019-04-03,True,5611203,88352000,ATIVA
17086282000194,2012-09-27,True,5611201,73270010,ATIVA
12353608000189,2010-08-10,True,1031700,37950000,ATIVA
32869112000170,2019-02-24,True,3299099,25620040,ATIVA
35447417000181,2019-11-07,True,5620104,53270080,ATIVA
30298670000105,2018-04-25,True,1422300,35181616,ATIVA
48248236000178,2022-10-10,True,5611201,88330036,ATIVA
37225015000168,2020-05-25,True,9602502,44720000,ATIVA
27999596000131,2017-06-20,True,9529104,59700000,ATIVA
36586390000170,2020-03-06,True,4781400,72231602,ATIVA
08468139000176,2006-10-24,True,8630503,19015150,ATIVA
35342149000133,2019-10-29,True,4772500,36050000,ATIVA
37518121000130,2020-06-24,True,4520005,89114082,ATIVA
15170208000126,2012-03-09,True,4781400,79690000,ATIVA
25844911000126,1989-06-06,True,4120400,38010140,ATIVA
35855939000112,2019-12-27,True,5611201,93265140,ATIVA
26583940000144,2016-11-22,True,7319002,09170770,ATIVA
36776001000170,2020-03-26,True,4772500,06856700,ATIVA
42334989000110,2021-04-26,True,6911701,50100160,ATIVA
17526101000101,2013-02-04,True,4923001,31842550,ATIVA
36373407000101,2020-02-14,True,4711302,11960000,ATIVA
30070612000111,2018-03-29,True,5611204,14062076,ATIVA
32737828000113,2019-02-12,True,9602501,35265000,ATIVA
16809715000120,2012-09-05,True,4755503,23030380,ATIVA
19075393000120,2013-10-15,True,9001902,44640000,ATIVA
29717338000140,2018-02-19,True,2542000,64390000,ATIVA
22142427000167,2015-03-27,True,2862300,17580000,ATIVA
37952047000165,2020-08-03,True,4789004,83301000,ATIVA
07073332000145,2004-10-21,True,4930202,95173024,ATIVA
44500705000143,2021-12-06,True,8712300,74935830,ATIVA
31304704000181,2018-08-22,True,4321500,88490000,ATIVA
22205915000176,2015-04-08,True,9602501,21310260,ATIVA
15520195000178,2012-04-26,True,5611204,02037010,ATIVA
30734059000174,2018-06-19,True,9700500,21073160,ATIVA
45472918000171,2022-02-28,True,3811400,31872072,ATIVA
38493769000161,2020-09-17,True,8219999,01310927,ATIVA
04983552000118,2002-04-10,True,7112000,68549100,ATIVA
10917386000154,2009-05-27,True,4721104,57100000,ATIVA
09410667000137,2008-02-29,True,5611203,86800120,ATIVA
00107964000133,1994-07-04,True,6204000,15940000,ATIVA
31884725000113,2018-10-29,True,5611201,80510130,ATIVA
34161928000170,2019-07-10,True,4781400,63185000,ATIVA
15598909000160,2012-05-03,True,4929902,98290000,ATIVA
18539722000184,2013-07-18,True,4930202,71572021,ATIVA
37602195000150,2020-07-02,True,4782201,88240000,ATIVA
41755136000199,2021-04-29,True,4761001,25931686,ATIVA
33746589000120,2019-04-22,True,9493600,13506711,ATIVA
04062076000100,2000-09-08,True,4712100,18200999,ATIVA
01836266000131,1997-05-06,True,1813099,74533250,ATIVA
42756255000129,2021-07-17,True,5611201,59280000,ATIVA
45636174000183,2022-03-14,True,8599604,74915185,ATIVA
45562077000193,2022-03-08,True,8219999,88302201,ATIVA
41849841000155,2021-05-06,True,5912099,55641970,ATIVA
02477608000137,1998-03-25,True,4399103,85501352,ATIVA
28601584000170,2017-09-08,True,4772500,72876021,ATIVA
37007191000123,2020-04-26,True,5320202,39403559,ATIVA
21453876000163,2014-11-23,True,4772500,74170040,ATIVA
39745771000143,2020-11-11,True,4330404,98789346,ATIVA
57401945000132,1987-05-06,True,4617600,29152571,ATIVA
24029695000100,2016-01-22,True,9602501,55400000,ATIVA
00436042033000,2021-06-16,False,4753900,08590315,ATIVA
43481641000118,2021-09-11,True,4723700,21720150,ATIVA
31279108000270,2020-12-23,False,4774100,18147000,ATIVA
43860739000186,2021-09-15,True,6470101,22440033,ATIVA
37397811000188,2020-06-13,True,4399103,78850000,ATIVA
73779886000197,1993-11-26,True,5590602,89778000,ATIVA
54741756000110,1985-09-18,True,4771701,13343040,ATIVA
33520943000102,2019-05-03,True,9529105,91510295,ATIVA
16710459000119,2012-08-16,True,4789004,31330430,ATIVA
75795898000130,1981-11-24,True,6810201,89240000,ATIVA
15740848000124,1987-11-12,True,133401,68445000,ATIVA
07510832000105,2005-07-14,True,7319099,90480140,ATIVA
45827126000253,2018-04-09,False,8112500,34006175,ATIVA
17985454000161,2013-04-23,True,4520005,99250000,ATIVA
46144876000102,2022-04-26,True,9602501,76330000,ATIVA
10407785000175,2008-10-10,True,6120599,71215000,ATIVA
37656889000170,2020-07-08,True,5819100,03977011,ATIVA
39463143000175,2020-10-18,True,8219999,02332001,ATIVA
40686861000190,2021-02-03,True,9700500,37512000,ATIVA
89429286000139,1967-03-16,True,9312300,99725000,ATIVA
08827729000229,2007-05-22,False,113000,14270000,ATIVA
40014319000190,2020-12-04,True,4511102,89023000,ATIVA
14523366000150,2011-10-26,True,121101,18170000,ATIVA
26235685000149,2016-09-26,True,9602501,58069533,ATIVA
09086248000272,2007-10-02,False,111302,14790000,ATIVA
47283216000175,2022-07-25,True,7319002,02274000,ATIVA
47292847000150,2022-07-26,True,4930201,05885630,ATIVA
37750414000148,2020-07-16,True,5611201,88330293,ATIVA
27361273000118,2017-03-22,True,4321500,06416140,ATIVA
34706599000103,2019-08-29,True,4724500,79540000,ATIVA
17765384000136,2013-02-19,True,4781400,03009020,ATIVA
11602342000106,2010-02-03,True,9511800,13190000,ATIVA
94323631000195,1991-11-05,True,3211601,95890000,ATIVA
02493592000156,1998-04-29,True,4782201,03001000,ATIVA
34789625000104,2019-09-06,True,7319002,08550550,ATIVA
24889298000109,2016-05-27,True,9313100,48760000,ATIVA
45709622000121,2022-03-18,True,8630503,60711502,ATIVA
03127061000102,1999-05-03,True,6209100,74680830,ATIVA
27490725000161,2017-01-25,True,9313100,78500000,ATIVA
43238621000110,2021-08-23,True,6911701,30190110,ATIVA
43986285000194,2021-10-22,True,5229099,12954780,ATIVA
43988215000175,2021-10-23,True,1091102,76990000,ATIVA
13205201000177,2011-02-04,True,7319002,94810740,ATIVA
39854156000175,2020-11-20,True,4781400,89801002,ATIVA
46657899000110,2022-06-03,True,9602502,12903768,ATIVA
45537721000173,2022-03-07,True,8130300,95588000,ATIVA
37976027000124,2020-08-05,True,5620104,19062342,ATIVA
01742657000197,1997-03-10,True,9430800,35423000,ATIVA
31821399000103,2018-10-22,True,4789099,93010030,ATIVA
47191406000162,2022-07-18,True,9602501,11347000,ATIVA
47175434000196,2022-07-16,True,1622699,49220000,ATIVA
47180202000126,2022-07-17,True,4520005,13050032,ATIVA
24178641000107,2016-02-16,True,4712100,25080340,ATIVA
20421687000146,2014-06-10,True,4712100,47350000,ATIVA
33885147000165,2019-06-10,True,1359600,07903100,ATIVA
00604821000137,1995-05-18,True,4744005,68515000,ATIVA
33657436000107,2019-05-17,True,4930202,86945000,ATIVA
44576220000133,2021-12-13,True,3321000,29043359,ATIVA
29727513000180,2018-02-20,True,4321500,28400000,ATIVA
29234833000107,2017-12-08,True,7020400,15050220,ATIVA
40990993000100,2021-02-25,True,5229099,75807510,ATIVA
09503041000175,2008-03-27,True,220901,68485000,ATIVA
14421137000124,2011-10-06,True,1412602,78260000,ATIVA
92012467037332,2007-07-03,False,4781400,99600000,ATIVA
10796932000146,2009-05-04,True,121101,13350000,ATIVA
39233385000172,2020-09-29,True,6920601,67133062,ATIVA
42554240000188,2021-07-01,True,7319002,40221225,ATIVA
42753044000132,2021-07-16,True,5320202,79840350,ATIVA
37885579000127,2020-07-28,True,8599604,85045140,ATIVA
37900417000110,2020-07-29,True,4520001,29690000,ATIVA
37062086000197,2020-05-05,True,4530703,08588450,ATIVA
20643481000160,2014-07-16,True,4399103,39550000,ATIVA
47089494000196,2022-07-09,True,5611201,29161787,ATIVA
30870636000155,2018-07-06,True,4930201,05093060,ATIVA
39365244000103,2020-10-08,True,5611203,26125710,ATIVA
44775779000192,2022-01-07,True,4723700,05009060,ATIVA
41046726000142,2021-03-01,True,9511800,22745005,ATIVA
34488162000132,2019-08-09,True,4721102,29200260,ATIVA
36658249000136,2020-03-12,True,4541206,77378000,ATIVA
34588636000118,2019-08-20,True,7319002,39205000,ATIVA
14260354000180,2011-08-31,True,4712100,95520000,ATIVA
16938996000110,2012-09-27,True,4751201,19907000,ATIVA
24103680000137,2016-02-02,True,9602502,59015010,ATIVA
05005836000100,2000-03-03,True,8112500,31330140,ATIVA
42387194000170,2021-06-18,True,2833000,14075300,ATIVA
42599773000186,2021-07-06,True,5620101,09405350,ATIVA
43024693000165,2021-08-06,True,4930202,32450000,ATIVA
07094732000137,2004-11-17,True,7911200,89084660,ATIVA
40283933000158,2021-01-06,True,4781400,17067140,ATIVA
38651700000119,2020-09-22,True,4723700,48280000,ATIVA
33610067000288,2021-12-06,False,151201,17506970,ATIVA
47596915000175,2022-08-16,True,5612100,87040130,ATIVA
47656980000149,2022-08-22,True,7319002,38400226,ATIVA
26849581000124,2017-01-11,True,8599699,88010001,ATIVA
28046669000133,2017-06-27,True,7112000,63034012,ATIVA
48084844000194,2022-09-26,True,9001902,90850040,ATIVA
08183019000122,2006-07-27,True,8630504,39401001,ATIVA
14089133000190,2011-08-09,True,5611204,37245000,ATIVA
27991538000161,1983-06-10,True,4753900,29122970,ATIVA
44574517000160,2021-12-13,True,4929901,40840080,ATIVA
00726207000148,1995-07-25,True,4721103,13058311,ATIVA
42303790000124,2021-06-13,True,8712300,40355010,ATIVA
42304812000170,2021-06-13,True,4781400,64270000,ATIVA
28147878000173,2017-07-10,True,4773300,29901050,ATIVA
32829227000130,2019-02-20,True,4744099,35400000,ATIVA
03176095000197,1999-05-26,True,6622300,13150136,ATIVA
47350380000158,2022-07-29,True,8129000,27525824,ATIVA
45031570000187,2022-01-26,True,4930202,14092053,ATIVA
11880122000136,2010-04-30,True,4789001,40421700,ATIVA
26115038000101,2016-08-24,True,4679602,23030380,ATIVA
47214115000142,2022-07-19,True,5620104,85710000,ATIVA
34440650000170,2019-08-06,True,9602501,69088423,ATIVA
63420046000180,1991-03-08,True,4781400,65061090,ATIVA
20437541000199,2014-06-12,True,1412601,41340095,ATIVA
41411422000137,1992-05-19,True,9420100,60055110,ATIVA
43679389000156,2021-09-01,True,6911701,57036420,ATIVA
22491375000134,2015-05-15,True,4642701,74063340,ATIVA
21056527000108,2014-09-17,True,7112000,19068125,ATIVA
43043005000104,2021-08-09,True,4399103,16207101,ATIVA
42650096000183,2021-07-09,True,4520005,59014000,ATIVA
35662735000165,2019-11-29,True,4712100,25545335,ATIVA
07927233000426,2006-11-13,False,151201,13520000,ATIVA
24905738000166,2016-05-31,True,4781400,95190000,ATIVA
08471885000119,2006-11-14,True,4639701,69800000,ATIVA
26678269000115,2016-12-07,True,9511800,02281223,ATIVA
45659454000107,2022-03-15,True,8291100,40445201,ATIVA
33553883000116,2019-05-07,True,4634603,05316900,ATIVA
38359070000103,2020-09-05,True,9512600,26183804,ATIVA
88350400000178,1982-09-09,True,4633801,97110620,ATIVA
34206512000120,2019-07-14,True,4781400,48280000,ATIVA
11184463000177,2009-09-02,True,4110700,11420210,ATIVA
15479139000137,2012-05-07,True,5611203,77500000,ATIVA
46355965000106,2022-05-11,True,4321500,18056380,ATIVA
41619510000129,2021-04-19,True,7319002,85813231,ATIVA
44615682000112,2021-12-16,True,4772500,29052320,ATIVA
38198413000103,2020-08-24,True,4399103,18212600,ATIVA
46814796000117,2022-06-17,True,4755502,25520231,ATIVA
45446186000145,2022-02-24,True,2539001,32372200,ATIVA
47427773000112,2022-08-04,True,4789001,06050120,ATIVA
45275654000166,2022-02-14,True,5620104,86191310,ATIVA
45446340000189,2022-02-24,True,4399103,32071181,ATIVA
19836893000804,2022-07-08,False,113000,15374000,ATIVA
34465086000140,2019-08-08,True,5611203,04052040,ATIVA
40257033000136,2021-01-05,True,9602501,13171650,ATIVA
33969803000108,2019-06-18,True,9602501,83406050,ATIVA
11841581000100,2010-04-19,True,111302,18460000,ATIVA
24473477000152,2016-03-29,True,4713002,23028030,ATIVA
43947515000106,2021-10-20,True,5819100,02316240,ATIVA
42578800000134,2021-07-05,True,4772500,88870000,ATIVA
42032370000150,2021-05-20,True,4789004,07231010,ATIVA
45612054000146,2022-03-11,True,6462000,74530020,ATIVA
05821227000111,2003-08-07,True,4771701,26175285,ATIVA
42085580000107,2021-05-25,True,1093701,96070264,ATIVA
35250469000163,2019-10-21,True,4744005,75696320,ATIVA
27178407000160,2017-02-23,True,9602501,88040446,ATIVA
24695002000100,2016-04-29,True,4321500,04458170,ATIVA
21920719000110,2015-02-24,True,4110700,15091250,ATIVA
28858379000275,2018-06-26,False,4623101,68501140,ATIVA
08220827000112,2006-08-14,True,151201,18740000,ATIVA
43765227000130,2021-10-05,True,5611203,13454204,ATIVA
24623312000110,2016-04-19,True,5611201,06530075,ATIVA
27173163000122,2017-02-22,True,5611201,45855000,ATIVA
94831401000137,1992-11-03,True,4221902,95890000,ATIVA
27164245000100,2017-02-21,True,4321500,37580000,ATIVA
30963764000143,2018-07-18,True,4712100,97450000,ATIVA
31457090000178,2018-09-10,True,3101200,05851240,ATIVA
18649085000107,2013-07-09,True,9001905,47650000,ATIVA
30120777000150,2018-04-05,True,9602501,13667006,ATIVA
02508487000143,1998-05-06,True,4120400,41820021,ATIVA
33756232000123,2019-05-28,True,5320202,31814470,ATIVA
18586657000148,2013-07-31,True,3101200,36084055,ATIVA
22494854000104,2015-05-21,True,151203,17455000,ATIVA
37628289000106,2020-07-06,True,4751201,68825000,ATIVA
44119604000127,2021-11-04,True,7319002,80540040,ATIVA
45398689000192,2022-02-22,True,5611205,13572331,ATIVA
46778816000141,2022-06-14,True,9609208,21042130,ATIVA
45025141000105,2022-01-26,True,4618499,38400608,ATIVA
14627636000172,2011-11-08,True,4763603,28470000,ATIVA
06888637000142,2004-05-26,True,9492800,25245460,ATIVA
34550235000179,2019-08-15,True,5611203,20061010,ATIVA
23528109000100,2015-10-22,True,8511200,28890498,ATIVA
06093178000100,2004-01-30,True,4511101,25085015,ATIVA
21632460000102,2015-01-07,True,9001906,26920000,ATIVA
37280901000194,2020-06-01,True,4781400,13045760,ATIVA
35924092000180,2020-01-07,True,4929901,37650000,ATIVA
22904986000167,2015-07-22,True,5620101,49820970,ATIVA
15096669000104,2012-02-27,True,3314707,79092170,ATIVA
35143734000457,2013-08-22,False,4771704,64868000,ATIVA
48210563000130,2022-10-06,True,4520005,84061320,ATIVA
24451151000124,2016-03-23,True,4712100,68515000,ATIVA
22237550000161,2015-04-13,True,4399103,99025120,ATIVA
33813159000184,2019-06-03,True,4929901,86046550,ATIVA
16634629000123,2012-08-03,True,9601702,89400000,ATIVA
35418364000170,2019-11-05,True,4330404,08576520,ATIVA
09405009000157,2008-02-27,True,8599604,87014190,ATIVA
36979457000137,2020-04-22,True,9602501,59504000,ATIVA
37445746000119,2020-06-17,True,8599604,72220053,ATIVA
48280094000126,2022-10-13,True,4399103,57072363,ATIVA
01968355000131,1997-06-23,True,9430800,64330000,ATIVA
31580771000129,2018-09-23,True,5611204,42710610,ATIVA
37487098000163,2020-06-22,True,4724500,86210000,ATIVA
47883338000100,2022-09-08,True,4759899,30644160,ATIVA
33860312000124,2019-06-07,True,5611204,06530005,ATIVA
32779725000116,2019-02-15,True,4520001,71694051,ATIVA
17141596000142,2012-11-09,True,2539001,95912184,ATIVA
35500899000196,2019-11-13,True,8592999,49160000,ATIVA
08430329000102,2006-11-06,True,8112500,95735000,ATIVA
36163669000141,2020-01-28,True,5611205,24220170,ATIVA
06227913000474,2020-03-05,False,4711302,13411081,ATIVA
10371837000109,2008-09-17,True,4743100,47802016,ATIVA
19996950000146,2014-04-01,True,4774100,54330050,ATIVA
09003185000162,2007-05-07,True,5829800,01050030,ATIVA
22202110000179,2015-04-07,True,4755503,91570536,ATIVA
36799643000194,2020-03-28,True,4729699,67118270,ATIVA
23749413000179,2015-11-27,True,4763601,03566000,ATIVA
35269152000179,2019-10-22,True,2539001,37650000,ATIVA
43691840000150,2021-09-28,True,5611204,61650545,ATIVA
20906102000188,2014-08-26,True,2542000,76335000,ATIVA
39662483000125,2020-11-04,True,6810202,23946015,ATIVA
09547469000110,2008-03-26,True,3211602,13480410,ATIVA
45480073000166,2022-03-01,True,1412603,88319899,ATIVA
40458664000113,2021-01-19,True,4399199,13971121,ATIVA
32247161000170,2018-12-13,True,4330404,04849000,ATIVA
14782813000195,1997-07-21,True,8800600,39784000,ATIVA
37171197000131,2020-05-18,True,7719599,43700000,ATIVA
36394299000153,2020-02-17,True,9512600,04850230,ATIVA
34220604000165,2019-07-15,True,151202,18230000,ATIVA
33057862000100,2019-03-18,True,1359600,28500000,ATIVA
20915885000166,2014-08-27,True,3101200,36021550,ATIVA
37052322000194,2020-05-04,True,8630503,87013130,ATIVA
46391376000175,2022-05-13,True,4753900,36201052,ATIVA
46383216000184,2022-05-13,True,3831901,08230030,ATIVA
02113046000142,1997-09-17,True,4712100,84460000,ATIVA
18253606000102,2013-06-06,True,5611201,13186340,ATIVA
46615989000149,2022-06-01,True,5611201,48903670,ATIVA
37930606000136,2020-07-31,True,6810201,86820000,ATIVA
22290970000101,2015-04-20,True,5611201,83215360,ATIVA
34002236000189,2019-06-24,True,9602501,77805221,ATIVA
34375827000100,2019-07-18,True,6912500,64845000,ATIVA
04885850000175,2002-02-05,True,4110700,01455000,ATIVA
20656950000186,2014-07-17,True,6822600,89694000,ATIVA
40664684000140,2021-02-01,True,4772500,16980000,ATIVA
35551368000122,2019-11-19,True,4110700,13563810,ATIVA
28431949000165,2017-08-16,True,4641901,55125000,ATIVA
37019316000135,2020-04-28,True,4771701,55700000,ATIVA
30139601000140,2018-04-08,True,8219999,89255390,ATIVA
36505693000111,2020-02-28,True,4763601,20560000,ATIVA
42166455000121,2021-06-01,True,7319002,08598300,ATIVA
